,SW48,SW620,SW1463,SW1116,RKO,MDST8,SW1417,T84,SW837,HT55,SW948,KM12
1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1967,0.76,0.82,1.75,1.09,0.73,0.02,1.75,0.96,0.42,0.48,1.27,0.77
1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970,0.0,0.12,2.02,0.0,0.33,0.0,0.13,0.15,0.0,0.06,0.15,0.0
1971,39.36,26.96,31.94,23.77,27.01,41.58,39.01,16.95,32.57,31.4,33.38,20.47
1972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980,0.72,0.59,0.54,0.14,2.65,1.45,0.82,0.86,0.89,0.52,0.37,0.77
1981,0.07,0.0,0.0,0.04,0.0,0.0,0.12,0.0,0.06,0.0,0.0,0.03
1982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78
1989,0.43,0.17,0.0,0.03,0.3,0.05,0.17,0.14,0.12,0.08,0.11,0.22
1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,0.49,0.13,0.0,0.41,0.12,0.04,0.0,0.11,0.15,0.0,0.04,0.21
1994,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,2.69,1.74,0.0,0.8
1995,11.01,1.67,0.88,0.9,1.33,1.86,4.04,1.88,2.39,2.04,1.65,9.27
1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,1.49,0.05,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.07,0.14
2000,35.21,65.3,0.43,24.25,14.98,165.25,1.67,1.88,27.15,31.0,100.63,0.26
2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,0.0,0.05,0.0,0.0,0.22,0.0,0.0,0.0,0.11,0.05,0.0,0.0
2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,0.0,0.47,0.0,0.0,0.08,0.05,0.09,0.04,0.0,0.0,0.09,0.06
2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,0.41,1.14,2.47,0.92,0.54,0.05,1.25,0.1,2.77,0.88,0.74,0.98
2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,9.0,0.35,0.0,0.53,0.48,0.2,0.48,0.29,0.0,0.43,0.0,0.45
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,0.4,1.51,0.86,0.68,1.29,0.38,1.56,0.38,1.31,1.52,2.54,2.5
2018,0.19,0.11,0.17,0.17,0.04,0.05,0.11,0.07,0.26,0.0,0.0,0.1
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,0.0,0.03,0.27,0.0,0.03,0.05,0.06,0.02,0.0,0.0,0.04,0.1
2022,0.55,0.1,0.0,0.05,0.0,2.87,0.32,0.39,2.13,0.09,0.23,0.23
2023,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.05,0.2,0.04,0.0,0.04
2024,0.56,0.66,0.31,0.9,1.06,0.21,0.72,0.81,1.13,0.25,0.45,0.71
2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.04
2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
2027,1.1,4.77,0.68,0.0,2.32,3.84,3.14,0.88,1.85,1.36,1.81,1.16
2028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0
2031,0.1,0.08,0.17,0.23,0.05,0.0,0.22,0.02,0.36,0.15,0.0,0.35
2032,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.09,0.0,0.0,0.01
2033,2.86,1.92,3.29,2.88,3.18,1.8,4.87,3.22,3.36,2.65,1.22,4.19
2034,0.0,3.98,7.0,1.26,0.0,0.0,1.01,2.23,0.0,0.5,2.48,21.33
2035,0.12,15.69,0.0,0.23,0.0,0.0,0.0,0.01,0.97,0.02,0.0,0.03
2036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0
2037,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.06
2039,0.61,0.46,0.06,0.15,0.34,0.1,0.66,0.42,0.23,0.18,0.42,1.43
2040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2041,31.81,12.03,16.4,12.38,13.02,17.53,23.52,15.81,26.15,19.77,7.09,50.64
2042,0.98,0.0,0.0,0.0,0.13,0.05,0.0,0.0,0.0,0.0,0.0,0.09
2043,0.0,0.06,0.0,0.09,0.0,0.46,0.0,0.74,0.29,0.0,1.43,0.06
2044,0.1,0.0,0.29,0.07,0.09,10.35,0.05,0.03,0.19,0.0,0.05,0.06
2045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2048,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2049,0.08,0.06,0.0,0.0,0.0,0.0,0.06,0.0,0.39,0.0,0.0,0.0
2050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2052,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2053,1.57,1.27,0.77,1.94,4.35,0.62,0.79,2.16,3.31,0.27,0.65,3.48
2054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2055,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2056,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2057,1.48,0.02,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.02,0.0,0.0
2058,0.13,0.6,4.64,0.02,1.94,0.17,0.78,0.44,0.66,1.09,2.64,1.43
2059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0
2061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2063,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0
2064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2066,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.0,0.01,0.02,0.0
2067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
2069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2074,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.02
2075,0.0,0.32,0.0,0.0,2.32,0.19,0.0,0.31,0.0,0.08,0.0,0.64
2076,0.17,0.2,0.0,0.1,0.71,0.45,0.88,0.41,1.1,0.13,0.0,0.15
2077,0.0,0.29,1.48,0.33,3.1,0.3,1.54,0.41,0.7,0.15,0.23,0.23
2078,0.0,0.0,0.0,0.43,0.04,0.0,0.05,0.06,0.0,0.0,0.0,0.09
2079,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.04,0.0,0.0,0.0,0.0
2080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2083,0.0,0.86,0.0,0.0,0.0,0.0,0.37,0.15,0.0,0.0,0.0,0.0
2084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0
2095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2097,1.84,2.19,0.07,0.04,13.23,1.88,0.54,0.07,0.17,0.35,0.28,1.31
2098,0.65,0.74,0.0,0.06,0.64,0.63,0.06,0.0,0.0,0.04,0.0,0.33
2099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100,0.0,0.0,0.0,0.86,0.0,0.1,0.12,0.23,0.0,0.0,0.0,0.81
2101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0
2102,0.0,1.5,3.17,1.36,0.0,0.06,0.23,1.95,4.09,2.62,2.97,0.05
2103,0.0,0.0,0.0,0.0,0.11,0.04,0.09,0.23,0.22,0.0,0.0,0.03
2104,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0
2107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2108,1.4,0.55,1.52,0.0,0.45,0.0,0.0,0.86,0.69,0.0,0.54,0.71
2109,0.0,0.03,0.07,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.03
2110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
2112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2114,3.81,1.15,2.79,2.29,1.9,0.42,1.78,2.54,4.68,0.94,6.11,4.08
2115,0.0,0.06,0.0,0.0,0.0,0.0,0.08,0.03,0.0,0.0,0.21,0.29
2116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2117,0.0,0.05,0.0,0.0,0.19,0.0,0.0,0.06,0.0,0.05,0.14,0.1
2118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29
2119,6.41,0.16,0.11,0.0,0.24,0.12,0.33,0.06,0.57,0.05,0.3,0.34
2120,0.43,0.77,2.53,1.57,0.59,0.13,1.4,0.45,1.46,1.11,0.9,1.48
2121,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.22,0.04,0.0
2122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2123,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.01,0.0,0.1
2124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2126,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.03,0.0,0.0,0.0,0.01
2127,0.38,0.39,0.21,0.56,1.21,0.38,0.39,0.17,0.27,0.69,1.51,1.47
2128,0.29,0.12,0.51,0.08,0.15,0.0,0.08,0.05,0.08,0.08,0.04,0.2
2129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06
2130,0.0,0.0,0.0,0.0,0.0,1.28,0.0,0.0,0.0,0.0,0.0,0.0
2131,0.0,0.08,0.0,0.06,0.0,0.0,0.09,0.0,0.36,0.02,0.04,0.0
2132,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.21,0.01,0.06,0.0
2133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2139,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.76
2140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2143,0.0,1.29,0.0,0.0,0.0,0.0,0.0,0.53,0.51,0.06,0.39,0.58
2144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2146,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2150,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2151,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0
2152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0
2157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2158,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.08,0.02
2159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
2160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
2162,1.83,0.57,0.0,0.21,1.78,0.19,0.38,0.87,0.72,0.22,0.39,0.95
2163,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.0,0.0,0.0,0.0,0.09
2164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2167,0.04,0.01,0.1,0.02,0.0,0.1,0.04,0.03,0.0,0.03,0.03,0.01
2168,0.95,5.0,1.9,1.25,1.86,5.45,5.29,1.6,4.34,2.68,8.17,3.27
2169,0.0,0.15,0.0,0.0,0.0,0.0,0.35,0.03,0.0,0.0,0.0,0.04
2170,0.0,0.0,0.0,1.27,0.08,0.0,0.19,0.0,0.0,0.0,0.09,0.24
2171,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2172,0.0,0.01,0.0,0.09,0.0,0.62,0.01,0.03,0.13,0.0,0.02,0.0
2173,0.0,0.22,0.17,0.2,0.38,0.46,0.51,0.05,0.65,0.22,0.7,0.25
2174,0.0,0.24,0.0,0.18,0.24,0.5,0.35,0.0,0.1,0.12,0.42,0.04
2175,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.0,0.0,0.0,0.02,0.0
2176,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2177,3.41,4.22,0.0,3.94,13.14,1.34,6.93,3.51,3.48,1.63,1.01,9.27
2178,13.47,9.51,5.24,6.41,30.04,3.51,15.24,7.97,11.42,6.67,4.98,24.45
2179,0.0,0.07,0.0,1.45,0.61,0.17,0.1,0.0,1.76,0.0,0.1,0.87
2180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09
2184,0.24,0.0,0.0,0.0,0.1,0.0,0.0,0.05,0.2,0.13,0.0,0.07
2185,4.56,4.45,0.2,3.11,0.1,0.14,0.22,2.43,0.27,0.18,7.18,0.45
2186,0.0,1.38,0.0,0.32,0.14,0.0,0.0,0.0,0.0,0.12,0.61,0.0
2187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2189,0.0,0.06,0.04,0.03,0.0,0.02,0.08,0.04,0.04,0.11,0.02,0.0
2190,43.18,5.53,0.19,0.02,0.01,0.04,0.9,0.28,83.08,0.0,0.01,32.21
2191,8.4,1.16,0.0,0.03,0.0,0.0,0.35,0.03,11.45,0.0,0.0,5.83
2192,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0
2193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2194,0.0,5.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2195,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.1,0.0,0.0,0.0,0.15
2196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2198,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0
2199,0.0,5.34,0.0,0.48,0.0,0.03,0.46,0.0,0.0,0.46,0.0,0.0
2200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2202,0.0,0.39,0.0,0.07,0.06,0.0,0.1,0.01,0.82,0.0,0.13,0.16
2203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0
2205,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18
2206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2209,0.0,0.07,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0
2210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02
2211,3.9,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.16,0.0
2212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
2213,0.99,0.46,0.49,0.16,0.91,0.22,0.63,0.45,0.41,0.45,1.31,1.87
2214,0.0,0.28,0.0,0.0,0.0,0.0,1.21,1.27,0.11,3.67,0.18,0.89
2215,0.0,0.13,0.0,0.0,0.0,0.0,0.14,0.16,0.0,0.16,0.05,0.24
2216,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.02,0.01
2217,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.12,0.0,0.0,0.11,0.05
2218,0.0,0.0,0.0,4.65,0.0,0.0,0.0,0.21,0.23,0.0,0.0,0.52
2219,0.02,0.01,0.0,0.03,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.01
2220,0.0,0.04,0.0,0.55,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0
2221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2222,1.49,0.0,0.0,0.0,0.0,0.0,0.67,0.15,0.69,0.36,0.0,0.0
2223,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04
2224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2225,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
2226,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.38,0.18
2227,0.0,0.0,0.0,0.0,0.17,0.09,0.0,0.0,0.0,0.0,0.0,0.0
2228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2230,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.06,0.0,0.16,0.43,0.72
2231,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.33,0.63
2232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2235,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.03,0.0,0.0,0.08,0.05
2236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
