,SW48,SW620,SW1463,SW1116,RKO,MDST8,SW1417,T84,SW837,HT55,SW948,KM12
MTO1,46.65,20.37,12.38,6.86,20.66,9.81,14.75,20.78,27.05,21.24,12.75,59.27
MTOR,16.08,28.86,24.7,10.13,18.15,19.47,24.54,19.62,49.83,17.86,11.67,19.92
MTPAP,52.74,14.02,18.62,9.84,18.53,4.13,12.81,14.32,31.77,10.4,5.89,16.19
MTPN,81.83,80.93,47.71,43.11,79.32,138.87,101.05,44.14,87.89,51.95,78.07,31.54
MTR,14.04,7.94,6.48,3.88,4.71,7.34,7.71,6.95,12.93,5.71,7.52,7.23
MTRF1,16.22,6.92,25.7,10.27,11.72,5.54,5.34,6.89,5.92,6.74,24.94,9.15
MTRF1L,14.59,17.44,13.86,8.32,18.95,8.22,17.67,21.36,21.99,13.32,12.13,13.69
MTRNR2L1,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.03,0.01,0.0,0.0
MTRNR2L10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTRNR2L11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTRNR2L12,3.03,0.48,0.36,1.88,0.08,0.11,0.19,0.8,0.68,0.15,0.59,0.17
MTRNR2L13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTRNR2L2,2.68,0.19,0.39,0.64,0.5,0.0,0.1,0.3,0.67,0.1,0.17,0.24
MTRNR2L3,0.0,0.04,0.0,0.02,0.17,0.0,0.04,0.03,0.0,0.0,0.04,0.11
MTRNR2L4,0.63,0.0,0.0,0.72,0.06,0.0,0.0,0.13,1.12,0.0,0.12,0.44
MTRNR2L5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTRNR2L6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTRNR2L7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTRNR2L8,0.77,0.21,0.13,0.25,0.36,0.45,0.17,0.15,0.23,0.13,0.22,0.02
MTRNR2L9,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.03,0.0,0.0,0.08,0.0
MTRR,66.15,53.19,32.61,30.86,24.26,8.74,27.04,17.34,31.19,18.1,38.55,9.8
MTSS1,2.52,1.82,2.71,2.15,3.96,1.56,33.99,0.34,5.34,0.7,1.79,1.68
MTSS1L,35.26,144.41,23.5,7.79,19.66,35.23,23.74,6.59,35.67,16.99,14.39,11.6
MTTP,0.22,0.02,20.85,0.17,0.01,0.0,0.29,0.0,0.01,0.05,2.36,0.2
MTUS1,114.56,0.25,13.37,17.55,0.21,0.62,13.79,44.12,22.29,12.43,23.73,18.19
MTUS2,0.0,0.0,0.39,0.29,0.0,0.0,0.01,0.02,0.04,0.14,0.0,0.0
MTX1,30.78,52.08,37.8,20.15,26.65,49.8,39.85,44.54,47.81,35.6,28.36,35.47
MTX2,85.85,57.8,49.96,24.17,42.76,51.94,45.45,39.75,61.81,51.89,57.13,59.84
MTX3,0.26,5.37,3.36,1.93,6.89,2.19,3.41,4.46,21.99,3.13,0.98,4.47
MUC1,1.64,25.81,2.98,3.78,3.31,0.72,8.38,24.23,10.88,29.46,1.76,1.71
MUC12,0.1,0.36,1.15,4.06,20.71,2.03,1.3,7.54,1.44,7.09,1.76,1.43
MUC13,0.54,7.92,192.77,199.54,0.04,0.11,100.34,245.64,102.63,184.42,155.03,17.49
MUC15,0.05,0.01,0.0,0.0,0.01,0.43,0.03,0.01,0.07,0.2,0.02,0.02
MUC16,0.03,0.17,0.32,0.54,0.01,0.0,4.84,0.71,6.31,0.02,0.28,0.15
MUC17,0.02,0.0,11.94,28.9,0.0,0.01,0.29,0.08,0.02,0.06,0.13,0.11
MUC19,0.0,0.0,0.0,0.0,0.41,0.19,0.56,0.0,0.13,0.11,0.21,0.0
MUC2,0.04,0.05,3.25,0.14,0.02,0.0,0.1,2.31,0.04,0.16,9.06,4.03
MUC20,2.61,1.6,31.19,62.73,0.08,0.0,10.72,48.39,71.14,32.85,15.66,1.57
MUC21,0.0,0.0,0.05,0.05,0.0,0.0,0.01,0.02,0.05,0.0,0.0,0.0
MUC22,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
MUC3A,3.17,0.13,9.86,9.879999999999999,0.395,0.525,5.185,25.54,6.015,12.98,15.295,12.165
MUC4,0.59,0.12,0.85,2.27,0.0,0.04,0.28,0.72,7.35,0.51,0.31,0.51
MUC5AC,0.0,0.49,0.22,0.14,0.03,0.03,0.11,0.67,0.04,0.57,0.31,28.12
MUC5B,0.03,0.03,0.05,0.04,0.08,0.09,0.23,0.14,0.1,0.13,0.13,0.94
MUC6,0.17,0.57,0.06,0.04,0.01,0.11,0.11,0.23,0.12,1.11,0.06,0.35
MUC7,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUC8,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.48,0.05,0.0,0.0
MUCL1,0.18,0.15,0.0,0.11,0.0,0.0,0.49,0.0,0.19,0.47,0.17,0.0
MUL1,21.63,12.75,12.25,7.93,9.13,26.85,15.67,12.84,27.01,7.93,9.12,7.63
MUM1,21.47,27.54,16.43,13.0,33.64,30.24,20.9,24.99,23.28,11.86,24.23,35.33
MUM1L1,0.17,0.04,0.0,0.0,0.01,2.51,14.95,0.0,0.12,0.0,0.02,0.0
MURC,0.57,0.5,0.0,0.03,0.78,0.86,0.2,0.06,0.78,0.07,0.06,0.2
MUS81,59.33,24.08,30.69,21.5,41.95,71.25,33.28,32.68,48.54,21.06,22.56,54.34
MUSK,0.0,0.02,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
MUSTN1,0.9,0.05,0.0,0.0,0.85,0.0,0.2,0.08,0.0,0.17,0.0,0.92
MUT,8.68,9.39,6.52,3.91,5.67,5.44,8.75,9.18,23.07,14.22,13.68,8.13
MUTYH,29.27,22.99,16.57,8.75,27.78,8.12,13.18,26.9,28.25,10.23,10.64,103.51
MVB12A,27.48,24.17,47.16,19.8,28.51,49.31,44.03,32.23,28.02,30.96,33.77,44.42
MVB12B,9.44,0.16,4.01,3.55,4.55,5.82,7.58,4.69,1.88,10.03,8.22,2.32
MVD,20.43,26.0,46.99,16.5,19.76,64.52,32.89,46.11,35.81,28.93,45.47,29.58
MVK,6.56,14.59,13.3,8.92,4.04,33.69,11.7,34.29,18.5,14.86,20.8,10.61
MVP,13.46,16.48,71.26,117.59,3.17,135.31,93.43,96.81,76.95,85.85,41.63,9.92
MX1,4.75,3.07,6.41,8.61,6.05,1.02,22.59,147.53,100.61,0.76,2.88,0.92
MX2,0.62,4.49,1.23,5.3,0.02,3.6,18.09,15.25,12.29,2.85,1.47,0.16
MXD1,3.11,6.34,9.02,9.86,8.79,1.34,8.8,7.75,6.97,8.36,9.23,16.88
MXD3,9.57,15.26,9.41,11.79,9.18,25.02,20.44,13.36,33.13,10.86,18.1,22.11
MXD4,5.05,14.46,8.37,6.84,6.75,22.6,7.26,2.01,12.92,13.41,22.75,14.35
MXI1,43.55,5.47,10.16,12.51,8.08,5.46,14.49,5.57,26.37,5.86,22.91,17.59
MXRA5,0.07,0.0,0.05,0.01,0.0,0.0,0.25,0.01,0.06,0.0,0.0,0.01
MXRA7,43.35,34.47,3.73,4.24,17.18,179.39,38.44,5.84,31.7,3.74,37.62,4.06
MXRA8,5.08,2.55,4.03,8.24,1.81,1.72,9.47,1.49,17.32,1.49,1.82,6.07
MYADM,2.04,27.45,6.41,3.68,9.87,78.77,39.9,12.06,31.75,19.93,16.89,1.89
MYADML2,0.42,0.24,0.06,0.56,0.05,0.04,0.3,0.05,0.38,0.05,0.03,0.07
MYB,19.71,43.08,27.48,17.07,1.52,1.7,8.25,36.42,3.02,36.49,51.72,17.86
MYBBP1A,123.83,81.41,47.62,28.46,78.44,40.07,24.76,50.51,38.33,51.35,53.33,30.68
MYBL1,2.27,3.49,1.48,1.34,3.02,5.69,7.46,1.85,16.89,0.9,0.68,1.1
MYBL2,11.2,82.06,87.54,31.89,21.48,57.83,109.69,87.43,158.02,75.86,59.12,48.42
MYBPC1,0.0,0.01,0.0,0.0,0.01,0.01,0.07,0.47,0.03,0.08,0.01,0.19
MYBPC2,0.91,0.11,0.0,0.0,0.01,0.02,0.11,0.01,0.05,0.0,0.02,0.0
MYBPC3,0.0,0.05,0.0,0.0,0.0,0.01,0.04,0.01,0.04,0.05,0.03,0.01
MYBPH,0.06,0.01,0.0,0.02,0.0,0.01,0.7,0.0,0.03,0.03,0.0,0.0
MYBPHL,0.0,0.08,1.02,0.14,0.0,0.09,0.0,0.01,0.07,0.44,0.0,0.01
MYC,387.35,155.38,144.64,108.36,97.24,32.91,123.17,143.06,73.18,142.08,166.1,112.08
MYCBP,19.6,28.24,39.31,13.67,54.79,10.48,19.51,30.9,49.44,37.11,33.24,22.05
MYCBP2,30.5,52.36,41.31,10.24,14.04,22.91,12.54,21.05,21.59,16.42,27.41,20.54
MYCBPAP,0.64,0.33,0.0,0.1,0.0,0.02,0.05,0.01,3.64,0.05,0.24,0.13
MYCL,12.51,2.76,7.93,2.39,0.45,0.79,2.37,3.47,6.32,17.95,2.48,1.74
MYCN,0.0,0.21,0.02,0.05,0.01,0.08,1.87,2.64,0.0,4.6,0.63,0.0
MYCT1,0.0,0.0,0.0,0.02,0.04,7.8,1.32,0.0,0.0,0.0,0.0,0.0
MYD88,10.52,32.72,16.51,21.39,13.64,28.54,39.69,98.52,19.33,37.19,28.14,15.46
MYEF2,0.25,16.79,3.43,5.0,0.17,4.34,29.31,3.84,0.35,10.06,0.82,0.06
MYEOV,20.84,3.64,42.11,44.53,30.88,211.38,75.76,26.77,76.67,33.29,3.64,8.72
MYEOV2,56.2,238.97,207.85,61.32,445.85,231.58,242.14,48.14,155.83,228.66,199.62,120.62
MYF5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
MYF6,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYH1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYH10,1.22,57.77,6.5,3.08,1.15,34.03,2.38,0.5,16.23,0.71,18.66,0.95
MYH11,0.83,0.18,0.61,0.31,0.94,0.19,0.78,0.43,0.55,0.12,0.1,0.81
MYH13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.12
MYH14,49.7,0.36,57.26,51.77,0.83,0.05,57.32,48.09,66.61,59.59,32.85,5.0
MYH15,0.76,0.01,6.34,2.33,0.72,2.4,1.72,2.98,0.33,0.1,0.14,0.64
MYH2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
MYH3,3.19,2.73,0.37,0.32,1.95,0.18,0.56,0.61,1.73,0.23,0.73,4.5
MYH4,0.0,0.01,0.26,0.08,0.0,0.0,0.01,0.13,0.0,0.09,0.14,1.38
MYH6,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
MYH7,0.0,0.01,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.01,0.0
MYH7B,1.12,83.68,0.12,0.73,0.42,0.17,3.49,0.28,0.84,8.54,1.01,0.21
MYH8,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
MYH9,176.86,155.41,67.6,97.73,36.6,646.88,145.06,141.0,129.27,62.02,94.65,45.37
MYL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYL10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
MYL12A,149.87,246.38,168.89,181.98,192.1,396.94,323.8,211.16,216.28,221.63,213.89,143.87
MYL12B,373.19,431.46,332.98,257.3,396.64,362.35,652.62,391.02,321.32,290.14,337.75,304.35
MYL2,0.0,0.03,0.0,0.28,0.0,0.04,0.39,0.19,0.36,0.09,0.0,0.0
MYL3,0.0,0.07,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.54,0.0,0.0
MYL4,0.0,0.07,1.48,0.06,0.41,0.03,0.04,0.0,0.07,0.0,0.0,0.04
MYL5,40.1,3.8,4.54,12.34,8.93,6.46,11.44,7.33,15.15,4.86,4.77,39.88
MYL6,319.33,1117.4,1085.7,458.55,1793.3,3552.0,960.67,853.74,1407.9,872.7,1020.4,1864.7
MYL6B,35.16,113.66,37.13,20.85,100.12,104.7,39.93,19.73,54.89,22.49,39.06,33.43
MYL7,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.3,0.0,0.0,0.0
MYL9,1.99,15.37,3.4,1.6,10.48,24.52,9.39,2.15,69.12,1.52,9.21,1.05
MYLIP,5.68,5.82,5.85,4.75,5.03,0.29,7.45,9.31,18.16,12.72,16.07,2.5
MYLK,1.06,0.44,1.13,3.16,0.14,117.25,1.05,0.67,3.16,1.46,0.71,0.61
MYLK2,0.0,0.83,0.02,0.48,0.85,0.13,0.56,0.36,0.99,0.54,0.1,0.33
MYLK3,0.21,0.11,0.47,0.01,0.11,0.05,0.03,0.06,0.04,0.05,0.01,0.06
MYLK4,0.26,0.09,0.0,0.02,0.01,0.01,0.16,0.13,0.4,0.13,0.13,0.07
MYLPF,2.23,0.55,0.0,0.0,1.03,0.0,2.89,0.4,1.03,2.69,0.37,1.18
MYNN,10.51,7.06,13.51,8.01,16.88,6.63,10.3,9.95,12.74,7.55,8.93,18.71
MYO10,10.54,35.01,20.78,13.64,15.01,42.11,46.52,13.15,23.34,39.57,23.52,11.79
MYO15A,0.13,0.91,0.28,0.07,0.01,0.01,0.21,0.07,0.38,0.18,1.16,0.15
MYO15B,35.85,212.21,84.06,113.31,0.34,0.21,75.28,165.17,61.01,142.02,192.95,20.46
MYO16,0.2,0.06,0.0,0.06,0.0,0.02,0.02,0.07,0.0,0.05,0.13,0.08
MYO18A,23.0,28.56,31.47,32.3,10.4,18.29,48.73,28.57,54.3,29.69,32.4,34.97
MYO18B,0.04,0.0,0.03,0.03,0.0,0.01,0.06,0.01,0.06,0.0,0.37,0.0
MYO19,75.62,71.0,40.85,54.68,84.49,58.52,63.63,53.24,125.8,23.6,39.25,103.07
MYO1A,0.44,0.22,33.01,32.65,0.09,0.05,4.88,25.0,1.53,32.37,51.17,0.52
MYO1B,75.51,44.79,42.66,8.22,15.29,48.59,82.14,43.25,34.38,30.22,66.04,16.33
MYO1C,118.6,38.12,32.35,39.74,39.56,108.47,59.95,31.6,71.25,60.99,75.05,25.5
MYO1D,25.05,10.07,36.09,36.08,0.27,0.34,31.1,17.39,40.54,71.73,49.2,14.18
MYO1E,14.12,27.59,29.07,20.87,3.32,29.42,30.94,32.23,41.13,50.55,21.75,17.21
MYO1F,0.2,0.25,0.18,0.63,0.8,0.04,1.13,0.36,1.1,0.94,1.55,0.26
MYO1G,0.93,0.09,0.7,0.52,0.03,0.07,0.2,0.09,0.27,0.09,0.23,0.07
MYO1H,0.55,0.01,0.0,0.0,0.02,0.01,0.05,0.04,0.0,0.03,0.04,0.05
MYO3A,0.01,0.0,0.06,0.01,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.01
MYO3B,0.0,0.22,0.11,0.0,0.0,0.01,0.24,0.03,0.05,0.12,0.02,0.0
MYO5A,5.49,5.08,0.42,0.64,6.45,19.64,4.46,1.44,3.9,4.08,0.51,0.82
MYO5B,69.66,7.81,50.19,16.85,1.65,0.75,68.73,19.76,26.61,50.4,48.03,16.97
MYO5C,23.48,16.84,7.91,14.73,1.09,0.05,15.89,15.48,8.83,12.64,19.14,17.22
MYO6,15.78,7.59,33.19,20.57,2.33,5.61,10.46,39.6,28.96,32.35,68.01,16.13
MYO7A,0.12,1.68,4.73,0.56,0.05,0.16,0.26,1.0,2.84,0.66,0.37,0.17
MYO7B,0.04,0.17,20.62,13.0,0.0,0.51,12.38,16.01,2.02,27.67,41.37,0.18
MYO9A,9.88,4.33,1.67,4.69,1.9,4.12,5.92,6.78,15.65,5.89,6.22,5.28
MYO9B,33.58,37.46,14.45,19.18,51.24,84.48,28.81,37.9,29.15,36.22,42.77,20.45
MYOC,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.04,0.0,0.01
MYOCD,0.01,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.02,0.03,0.0,0.0
MYOD1,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYOF,52.76,57.45,18.27,138.4,1.11,122.46,138.59,133.98,135.52,18.56,17.93,41.13
MYOG,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYOM1,0.16,0.08,0.09,1.1,0.08,0.01,0.01,0.13,0.2,0.3,0.66,0.11
MYOM2,11.76,0.0,2.4,2.31,0.16,2.71,0.1,0.15,0.81,2.12,1.16,1.34
MYOM3,0.16,1.18,8.67,7.39,0.0,0.0,3.71,4.52,4.26,9.67,5.44,0.07
MYOT,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.14
MYOZ1,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.02,0.0
MYOZ2,0.02,0.0,0.0,0.0,0.02,0.0,0.01,0.01,0.0,0.0,0.01,0.01
MYOZ3,0.13,0.01,0.0,0.0,0.02,0.0,0.01,0.02,0.12,0.04,0.01,0.03
MYPN,0.03,0.0,0.01,0.1,0.01,0.04,0.03,0.07,0.14,0.01,0.01,0.03
MYPOP,2.76,2.3,2.35,0.66,2.05,5.35,6.11,3.28,3.73,2.63,2.6,2.23
MYRF,34.29,45.31,18.6,31.38,3.11,5.47,37.83,38.81,37.86,6.11,28.63,10.96
MYRFL,0.15,0.2,9.93,1.9,0.05,0.0,0.08,0.04,0.46,0.29,0.32,0.48
MYRIP,0.98,1.37,0.34,1.07,0.06,0.01,2.83,3.65,0.0,2.93,7.14,2.63
MYSM1,14.56,11.5,18.39,10.54,23.41,2.8,13.33,16.08,13.69,3.99,9.0,17.54
MYT1,0.02,10.85,1.52,0.33,0.0,0.02,1.1,0.0,0.04,0.86,0.06,0.0
MYT1L,0.01,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01
MYZAP,0.48,3.3,2.44,7.78,0.0,0.07,0.81,2.34,3.65,6.24,9.76,28.1
MZB1,1.28,0.41,1.09,2.7,0.02,0.86,1.15,0.12,1.89,0.46,0.54,0.24
MZF1,9.51,14.43,4.77,8.8,16.47,3.97,23.2,12.53,17.73,12.08,10.89,25.75
MZT1,33.32,48.24,70.53,18.52,47.11,36.11,30.56,14.08,26.21,25.38,52.87,35.46
MZT2A,105.68,193.0,129.22,71.03,146.95,109.37,170.22,76.18,124.83,134.47,119.27,180.75
MZT2B,162.64,269.15,135.26,118.52,165.45,266.0,201.41,125.59,210.0,193.28,180.14,223.17
N4BP1,14.5,10.96,7.57,5.66,6.44,5.94,12.47,22.54,31.23,5.86,6.23,8.7
N4BP2,4.39,3.46,1.64,1.93,3.62,1.2,1.38,1.41,4.89,1.91,0.7,3.7
N4BP2L1,5.52,1.29,2.45,3.64,1.93,0.7,0.73,0.36,0.77,0.28,13.9,2.57
N4BP2L2,81.68,19.11,60.3,69.84,41.18,13.01,25.57,22.91,37.09,30.31,130.98,86.18
N4BP3,2.98,0.1,0.78,1.39,1.47,0.29,1.24,0.68,3.11,0.2,0.35,1.25
N6AMT1,9.51,7.88,5.51,7.19,4.73,11.45,8.39,3.31,14.94,4.74,5.06,2.87
N6AMT2,10.62,5.43,27.78,6.36,14.93,7.4,5.98,3.43,4.38,7.56,10.78,4.13
NAA10,157.12,189.19,59.0,83.7,143.13,134.84,157.01,202.92,536.17,95.49,87.53,102.5
NAA11,0.03,0.0,0.0,0.0,0.06,0.06,0.01,0.0,0.0,0.0,0.0,0.02
NAA15,42.36,11.55,15.46,10.68,24.63,10.42,15.57,16.27,48.71,12.8,14.05,15.2
NAA16,27.4,9.1,23.32,6.26,19.25,4.82,6.92,7.94,7.42,7.51,22.14,14.06
NAA20,119.04,103.92,134.19,27.13,182.74,122.72,181.28,99.59,51.87,41.54,104.72,105.72
NAA25,29.57,13.14,13.59,10.73,19.06,6.63,11.83,21.47,20.37,9.33,12.94,18.99
NAA30,25.09,7.55,8.87,6.85,5.43,6.54,15.11,9.46,14.93,11.41,7.64,7.42
NAA35,23.29,16.12,12.22,18.31,14.61,12.55,14.16,11.22,35.1,17.18,21.24,8.78
NAA38,73.43,49.81,45.24,23.65,104.62,56.3,71.65,50.14,40.8,50.58,57.84,42.79
NAA40,25.66,40.24,14.03,7.72,21.43,26.61,18.35,12.46,24.09,4.38,17.96,15.91
NAA50,135.53,173.73,134.82,66.09,139.22,101.62,155.72,143.13,171.68,73.74,93.28,82.28
NAA60,16.7,14.43,19.215,14.655,15.015,13.875,16.82,20.145,16.105,23.82,11.760000000000002,14.035
NAAA,24.3,10.07,8.54,9.04,12.03,9.35,3.24,14.51,39.89,11.17,16.02,12.5
NAALAD2,0.07,0.28,0.23,0.0,0.29,0.14,0.09,0.11,0.54,0.07,0.12,0.27
NAALADL1,0.21,3.25,11.79,0.09,0.24,0.04,0.3,0.13,0.43,0.25,0.16,0.09
NAALADL2,2.96,0.12,0.15,2.44,1.57,0.62,0.5,3.34,1.76,5.12,3.88,1.0
NAB1,26.04,21.32,17.31,15.99,15.96,16.65,29.3,18.5,29.22,15.22,35.62,68.01
NAB2,45.38,10.58,13.31,10.01,22.4,28.02,29.36,14.56,15.4,8.14,7.83,4.98
NABP1,19.17,4.76,9.62,29.23,52.41,31.38,21.85,18.5,54.02,21.34,6.26,7.71
NABP2,38.37,88.37,84.37,30.84,63.15,76.63,76.36,53.3,39.73,42.61,45.0,65.94
NACA,2276.6,2456.0,2098.4,1163.5,1869.5,1082.1,1264.7,1121.1,1606.8,1677.2,2308.3,1552.1
NACA2,0.98,1.27,1.2,0.74,0.58,0.52,0.57,0.71,1.08,0.53,1.06,1.14
NACAD,0.02,0.25,0.0,0.02,0.0,0.09,0.15,0.09,0.5,0.0,0.09,0.03
NACC1,47.84,34.75,25.87,15.62,25.19,75.77,54.31,40.72,54.92,22.38,28.64,12.88
NACC2,10.92,7.45,6.68,9.76,9.08,8.66,11.1,11.17,12.64,6.44,7.61,2.26
NADK,84.02,55.29,50.23,32.65,62.13,44.56,42.14,56.12,81.43,32.05,33.59,58.31
NADK2,18.24,13.27,29.41,20.76,7.12,4.67,10.38,13.25,38.41,13.16,11.11,11.51
NADSYN1,47.03,60.82,42.87,45.97,33.68,34.1,37.59,57.04,21.72,36.46,58.13,36.7
NAE1,102.74,191.88,82.84,31.49,115.67,25.49,61.67,76.03,96.37,49.24,50.11,38.54
NAF1,26.95,15.16,6.86,5.15,12.7,5.81,7.12,10.77,18.22,8.09,8.02,8.65
NAGA,12.24,7.04,3.81,7.31,10.88,34.57,7.2,6.95,14.99,10.28,13.83,5.97
NAGK,22.61,23.43,13.45,23.56,19.49,122.24,55.85,18.63,41.72,15.12,33.12,33.83
NAGLU,14.24,13.66,12.69,15.04,6.95,38.47,16.71,21.15,20.55,11.88,15.57,16.96
NAGPA,11.58,13.69,6.84,10.41,12.32,12.78,13.48,13.76,8.82,8.29,4.86,6.7
NAGS,0.5,0.17,6.5,2.32,1.57,2.84,0.36,0.42,1.57,0.52,2.29,1.82
NAIF1,6.82,5.9,7.46,4.97,3.47,8.63,6.85,5.99,14.72,4.91,4.87,5.13
NAIP,7.12,7.28,4.51,8.2,2.71,0.85,1.85,3.07,4.96,1.49,2.49,6.1
NALCN,0.05,0.03,0.04,0.01,0.0,5.27,0.03,0.01,0.09,0.0,0.01,0.01
NAMPT,135.48,36.3,61.71,38.36,38.51,60.8,71.85,74.21,108.18,42.06,49.18,34.22
NAMPTL,5.51,1.25,3.57,2.54,1.94,3.34,3.88,2.78,6.98,1.39,0.65,2.06
NANOG,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.03,0.01
NANOGNB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NANOS1,1.38,1.38,1.68,0.78,0.7,0.51,2.28,0.77,6.6,0.48,0.74,0.7
NANOS2,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.01,0.0,0.0
NANOS3,1.83,0.81,0.0,0.0,1.18,0.36,0.49,0.47,0.12,0.08,0.66,0.07
NANP,3.26,7.75,7.32,1.43,7.42,6.18,7.97,6.02,3.62,3.39,5.98,3.64
NANS,85.04,67.33,56.38,24.86,82.43,77.87,100.56,55.9,74.21,110.12,125.3,103.85
NAP1L1,550.62,437.2,260.4,211.29,569.07,298.52,149.43,277.96,524.53,284.78,219.9,546.75
NAP1L2,0.02,0.01,0.0,0.02,0.0,0.17,0.0,0.0,0.02,0.16,0.0,0.0
NAP1L3,0.02,0.0,0.0,0.01,0.0,2.2,0.0,0.0,0.02,0.0,0.0,0.01
NAP1L4,116.94,191.85,140.39,79.49,102.21,269.22,148.69,159.02,131.83,116.07,140.04,132.49
NAP1L5,0.04,0.02,0.49,0.14,2.2,1.23,0.0,0.03,0.38,2.1,0.02,1.99
NAP1L6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAPA,25.49,38.0,30.85,21.94,29.66,83.29,83.01,56.2,58.42,64.49,38.01,34.19
NAPB,7.98,7.27,9.54,2.9,11.4,3.32,29.19,6.7,3.2,1.39,14.57,7.86
NAPEPLD,9.26,8.52,10.38,12.16,6.54,3.83,9.93,20.7,16.5,14.01,13.79,7.3
NAPG,54.12,20.07,9.85,11.89,18.56,6.34,35.41,16.44,18.4,12.38,9.4,10.51
NAPRT1,45.49,35.92,79.79,42.81,72.38,3.26,99.74,78.89,132.8,23.27,68.08,85.79
NAPSA,2.27,0.14,0.4,0.41,0.07,0.05,0.8,0.91,1.91,0.65,0.55,2.1
NARF,16.08,74.91,32.73,21.55,44.11,59.51,43.47,44.4,55.94,38.48,69.37,33.99
NARFL,13.27,17.5,25.94,13.94,17.23,13.94,18.25,24.81,23.89,16.95,15.58,16.89
NARG2,24.35,17.42,5.73,13.19,13.07,10.78,18.23,19.93,47.02,10.44,12.5,28.85
NARS,277.46,94.01,99.34,41.0,114.88,107.44,107.91,56.13,101.0,97.01,124.74,139.14
NARS2,26.12,29.29,32.14,12.43,10.87,13.22,15.12,18.87,31.16,23.08,26.97,17.42
NASP,203.77,326.53,147.13,107.65,139.39,123.16,189.64,206.59,305.37,133.95,138.69,187.55
NAT1,3.15,4.74,3.23,0.89,5.38,5.06,1.26,5.74,3.08,6.4,9.25,3.72
NAT10,90.35,76.13,62.8,44.36,31.81,37.14,46.87,64.51,71.95,36.52,43.77,26.58
NAT14,20.66,21.09,1.82,4.86,1.59,45.99,7.96,1.32,26.98,3.07,5.81,16.46
NAT16,0.71,0.01,0.0,0.05,0.18,0.17,0.45,0.03,0.0,0.14,0.04,0.09
NAT2,0.0,0.02,0.0,0.49,0.13,0.04,0.05,0.35,0.53,3.59,2.52,0.03
NAT6,9.3,6.75,6.11,5.07,8.46,9.09,15.17,5.95,5.15,9.23,16.03,12.69
NAT8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.0
NAT8L,0.22,0.66,0.08,1.11,0.03,0.12,0.25,0.05,2.96,0.03,0.15,0.44
